RevId,UserId,UserName,Rating,Comment,image_urls,ResId,streetAddress,district,region,Res_pos_score,Res_price_score,Res_food_score,Res_atmosphere_score,Res_services_score,Food_score_cmt,Services_score_cmt,Atmosphere_score_cmt,Position_score_cmt,Price_score_cmt,Total_reviews,Followers,images
1943251,1585910,Ngọc Maii,8,"🔸Vị trí: mặt đường Trung Yên rất dễ tìm, một dãy các hàng Hàn Quốc. Khách phần lớn là người Hàn
🔸Không gian: ấm cúng, sạch sẽ đẹp, phong cách hàn quốc.
🔸 Chất lượng: 
Đồ ăn khá ngon. Mình gọn 1 đĩa bạch tuộc nướng, 1 thịt bò ướp sốt Hàn, 1 cơm rang. Cơm rang ngon, màu đẹp, đậm đà và thơm mùi hải sản dù k đề là Cơm rang hải sản. Bạch tuộc thơm, ăn được nhưng không quá tươi. Thịt bò ướp hơi nhạt, ăn k thì nhạt nhưng chấm với sốt và cuốn rau thì rất ngon. Chắc cố tình ướp nhạt để chấm! Ngon nhất ở đây là nước chấm thịt. Mình ăn nhiều quán Hàn nc sốt tương đối giống nhau nhưng sốt bên này rất đặc biệt, cực thơm ăn với rau sống cuốn thịt có vị đặc trưng, rất riêng. Ngoài ra có đến gần 10 loại panchan chất lượng. 
🔸 Phục vụ: nhân viên lễ phép nhiệt tình. Chủ quán người Hàn đi từng bàn phục vụ, quan sát cẩn thận bàn nào thiếu cái gì gọi luôn và còn luôn tặng thêm đồ theo nhu cầu từng bàn. Bàn mình có trẻ con tặng thêm mì vì e k ăn cơm. Nchung rất tinh ý, tận tình và chu đáo. Mình sẽ quay lại vì thái độ nhiệt tình này.
🔸 Giá cả: tổng thiệt hại hết 614k ( bạch tuộc 135k, tôm đĩa nhỏ 6 con 130k, thịt nướng 150g 260k, cơm rang 80k) 
Sẽ quay lại","https://images.foody.vn/res/g71/702137/s800/foody-100-kings-bbq-nuong-han-quoc-114-636554490228991774.jpg,https://images.foody.vn/res/g71/702137/s800/foody-100-kings-bbq-nuong-han-quoc-741-636554490166029224.jpg,https://images.foody.vn/res/g71/702137/s800/foody-100-kings-bbq-nuong-han-quoc-431-636554490131061699.jpg,https://images.foody.vn/res/g71/702137/s800/foody-100-kings-bbq-nuong-han-quoc-402-636554490106882298.jpg",702137,89 Trung Hòa,Quận Cầu Giấy,Hà Nội,9.4,9.3,9.3,8.7,8.6,6,10,8,10,6,30,295,"[{'url': 'https://images.foody.vn/res/g71/702137/s800/foody-100-kings-bbq-nuong-han-quoc-114-636554490228991774.jpg', 'path': 'foody-100-kings-bbq-nuong-han-quoc-114-636554490228991774.jpg', 'checksum': '1f4ecc80d257cd9cfe0fd59e954701a9', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g71/702137/s800/foody-100-kings-bbq-nuong-han-quoc-741-636554490166029224.jpg', 'path': 'foody-100-kings-bbq-nuong-han-quoc-741-636554490166029224.jpg', 'checksum': '80f84fdecd531cc19a01c980c661ade6', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g71/702137/s800/foody-100-kings-bbq-nuong-han-quoc-431-636554490131061699.jpg', 'path': 'foody-100-kings-bbq-nuong-han-quoc-431-636554490131061699.jpg', 'checksum': 'b374ab29d7f3be8fee1079f21f38e22b', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g71/702137/s800/foody-100-kings-bbq-nuong-han-quoc-402-636554490106882298.jpg', 'path': 'foody-100-kings-bbq-nuong-han-quoc-402-636554490106882298.jpg', 'checksum': 'e5b0a5b0c30fadb2abe3e65df6eb3983', 'status': 'downloaded'}]"
12958456,1948616,Bin Yun,3.8,"Rất ít khi bình luận nhưng hnay quán làm mình thất vọng quá 😢 Order mẹt nem lụi về thì không có nước chấm, bún bò huế cx chả có chân giò, đã thế ăn xong còn bị đi ngoài cả tối 😖😖 Ns chung sẽ không có lần sau",,127222,83 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.1,6.8,6.5,6.1,5.8,1,5,5,5,3,2,134,
7926366,1743573,Le Chi,4.2,Xin hỏi nhận được bát bún bò 61k ship đến nhưng tìm đỏ con mắt ko có bóng dáng cọng bò nào như này có hơi quá đáng ko ạ? 😒,"https://images.foody.vn/res/g13/127222/s800/foody-net-hue-tran-duy-hung-328-637356865221525433.jpg,https://images.foody.vn/res/g13/127222/s800/foody-net-hue-tran-duy-hung-925-637356865203006695.jpg",127222,83 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.1,6.8,6.5,6.1,5.8,1,5,5,5,5,4,84,"[{'url': 'https://images.foody.vn/res/g13/127222/s800/foody-net-hue-tran-duy-hung-328-637356865221525433.jpg', 'path': 'foody-net-hue-tran-duy-hung-328-637356865221525433.jpg', 'checksum': '017d820c74c37b95df762f5154e39dc6', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g13/127222/s800/foody-net-hue-tran-duy-hung-925-637356865203006695.jpg', 'path': 'foody-net-hue-tran-duy-hung-925-637356865203006695.jpg', 'checksum': '3c8ed988f500214778ca90127a58422b', 'status': 'downloaded'}]"
11995912,21328504,Phanthuthanh Phan,7.6,Đồ ăn khá ok,https://images.foody.vn/res/g13/127222/s800/foody-net-hue-tran-duy-hung-475-637528057163115275.jpg,127222,83 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.1,6.8,6.5,6.1,5.8,7,7,8,8,8,6,0,"[{'url': 'https://images.foody.vn/res/g13/127222/s800/foody-net-hue-tran-duy-hung-475-637528057163115275.jpg', 'path': 'foody-net-hue-tran-duy-hung-475-637528057163115275.jpg', 'checksum': 'b1b9acfca29cbf52f11925ffac6fef3d', 'status': 'downloaded'}]"
13653293,12830868,foodee_81f92e25,4.6,Giao đồ ăn quá chậm. Order và giao hàng mất 1 tiếng trong khi khoảng cách có 400m,,127222,83 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.1,6.8,6.5,6.1,5.8,5,4,5,4,5,1,0,
13420402,10383616,Kiều Oanh,10,"Món ăn ngon. Nhân viên phục vụ nhiệt tình 
Sẽ quay lại 🥰🥰",https://images.foody.vn/res/g13/127222/s800/foody-net-hue-tran-duy-hung-799-637602122260677174.jpeg,127222,83 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.1,6.8,6.5,6.1,5.8,10,10,10,10,10,1,0,"[{'url': 'https://images.foody.vn/res/g13/127222/s800/foody-net-hue-tran-duy-hung-799-637602122260677174.jpeg', 'path': 'foody-net-hue-tran-duy-hung-799-637602122260677174.jpeg', 'checksum': 'ceaa74ba7aeecddbea99f844b96e94bd', 'status': 'downloaded'}]"
13659549,9239263,Mỹ Anh Nguyễn,4.8,"Thấy giao đồ ăn nhanh quá đang hí hửng, nhận nem lụi ăn thấy vị nem cũ, k thơm, sung muối bị thiu. Vốn là fan nem lụi của Nét Huế mà lần này thất vọng!",,127222,83 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.1,6.8,6.5,6.1,5.8,3,4,5,7,5,1,1,
13420513,21444052,foodee_hvh046i3,8.8,"Bát bún siêu to khổng lồ, món nem lụi ngon ngon
Rất hài lòng luôn ý","https://images.foody.vn/res/g13/127222/s800/foody-net-hue-tran-duy-hung-157-637602128542531621.jpeg,https://images.foody.vn/res/g13/127222/s800/foody-net-hue-tran-duy-hung-719-637602128540812712.jpeg",127222,83 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.1,6.8,6.5,6.1,5.8,10,10,8,8,8,1,0,"[{'url': 'https://images.foody.vn/res/g13/127222/s800/foody-net-hue-tran-duy-hung-157-637602128542531621.jpeg', 'path': 'foody-net-hue-tran-duy-hung-157-637602128542531621.jpeg', 'checksum': '8d2e2c11227c22e2fca09bbe8d8b7ece', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g13/127222/s800/foody-net-hue-tran-duy-hung-719-637602128540812712.jpeg', 'path': 'foody-net-hue-tran-duy-hung-719-637602128540812712.jpeg', 'checksum': '8dd388838f46b60fb1e1cabf0b192cb5', 'status': 'downloaded'}]"
3462277,18109900,Phuongg Nguyen,4.2,Lần trước uống macchiato thấy cũng đc nên lần này đặt thử đường nâu cappuccino thấy thật sụw thảm hoạ. Ngay ngụm đầu tiên uống vào đã choáng váng mặc dù trước đấy mình đã ăn rồi. Chưa baoh uống cafe bị say mà lần này say nặng,,911232,167 Xuân Thủy,Quận Cầu Giấy,Hà Nội,6.4,6.1,6.1,5.9,5.8,1,5,5,5,5,1,0,
3309655,1741531,Trang Nguyen Minh,8.4,"Quán ruột của mình ghi uống sữa tươi chân trâu đường đen. 
Khi nhận được hàng cực kì thích vì cốc trang trí đúng như trong ảnh ý về hình thức thì 10 điểm
Mình gọi đường nâu cappuchino, trân châu nhiều ngọt ngon mùi cafe
Về giá cả thì now giảm 50% còn 27k cho một cốc size L, khá rẻ
Chắc chắn sẽ quay lại <3","https://images.foody.vn/res/g92/911232/s800/foody-tiger-sugar-duong-nau-sua-dai-loan-xuan-thuy-481-637071930815070074.jpg,https://images.foody.vn/res/g92/911232/s800/foody-tiger-sugar-duong-nau-sua-dai-loan-xuan-thuy-414-637071930810538413.jpg",911232,167 Xuân Thủy,Quận Cầu Giấy,Hà Nội,6.4,6.1,6.1,5.9,5.8,9,7,7,10,9,4,8,"[{'url': 'https://images.foody.vn/res/g92/911232/s800/foody-tiger-sugar-duong-nau-sua-dai-loan-xuan-thuy-481-637071930815070074.jpg', 'path': 'foody-tiger-sugar-duong-nau-sua-dai-loan-xuan-thuy-481-637071930815070074.jpg', 'checksum': 'ac531edaa7eda6ccb8e01ce6c836279b', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g92/911232/s800/foody-tiger-sugar-duong-nau-sua-dai-loan-xuan-thuy-414-637071930810538413.jpg', 'path': 'foody-tiger-sugar-duong-nau-sua-dai-loan-xuan-thuy-414-637071930810538413.jpg', 'checksum': '91b70071cb0bc1214d0db0a52da9c44e', 'status': 'downloaded'}]"
3723207,11743161,Chan Naa,5,"Rõ ràng mình đặt 1 cốc 50% đường là đường nâu thì uống quá ngọt , còn cốc đường bt là 100% mà uống như chưa hề cho đường . 
Tối muộn cuối ngày rồi mà còn có sự k hề vui cho lắm 😔",https://images.foody.vn/res/g92/911232/s800/foody-tiger-sugar-duong-nau-sua-dai-loan-xuan-thuy-802-637124792368059416.jpg,911232,167 Xuân Thủy,Quận Cầu Giấy,Hà Nội,6.4,6.1,6.1,5.9,5.8,5,5,5,5,5,4,0,"[{'url': 'https://images.foody.vn/res/g92/911232/s800/foody-tiger-sugar-duong-nau-sua-dai-loan-xuan-thuy-802-637124792368059416.jpg', 'path': 'foody-tiger-sugar-duong-nau-sua-dai-loan-xuan-thuy-802-637124792368059416.jpg', 'checksum': '9248e52bec49ce21f5700e2478d21c87', 'status': 'downloaded'}]"
3752777,12264465,Ngọc Anh,9.2,"Mình gọi 1 đường nâu trân châu sữa và 1 đường nâu kem cheese. Uống ngon,trân châu dai vừa phải,kem cheese ngậy nhưng ko thấy vị mặn của cheese lắm",https://images.foody.vn/res/g92/911232/s800/foody-tiger-sugar-duong-nau-sua-dai-loan-xuan-thuy-364-637127953136607922.jpg,911232,167 Xuân Thủy,Quận Cầu Giấy,Hà Nội,6.4,6.1,6.1,5.9,5.8,9,9,9,10,9,21,1,"[{'url': 'https://images.foody.vn/res/g92/911232/s800/foody-tiger-sugar-duong-nau-sua-dai-loan-xuan-thuy-364-637127953136607922.jpg', 'path': 'foody-tiger-sugar-duong-nau-sua-dai-loan-xuan-thuy-364-637127953136607922.jpg', 'checksum': '1a114f09baebf8dadd248012e2a4bec2', 'status': 'downloaded'}]"
5361309,19110998,Hiếu Nguyễn,9,"mình order 1 cốc green tiger và uống vẫn còn bột sữa chưa pha kĩ hết, cảm giác hút cứ bột bột uống hơi ghê",,911232,167 Xuân Thủy,Quận Cầu Giấy,Hà Nội,6.4,6.1,6.1,5.9,5.8,10,10,5,10,10,1,0,
4006860,18066654,Sushi -cá ngừ,10,Mình có mua một cốc tiger ở quán uống rất ngon nhân viên phục vụ rất lễ phép nhất là bạn nam béo béo ở quán,,911232,167 Xuân Thủy,Quận Cầu Giấy,Hà Nội,6.4,6.1,6.1,5.9,5.8,10,10,10,10,10,1,0,
3758932,15094608,Trần Long,4.8,"Mình đặt 1 cốc trà sữa hương nhài ,mà nhân viên pha chế pha cho nhiều bột sữa quá hay sao mà bột sữa ko tận hết vậy ạ :((  Lần đầu thử đặt uống mà thất vọng quá :((",https://images.foody.vn/res/g92/911232/s800/foody-tiger-sugar-duong-nau-sua-dai-loan-xuan-thuy-927-637128707508469317.jpg,911232,167 Xuân Thủy,Quận Cầu Giấy,Hà Nội,6.4,6.1,6.1,5.9,5.8,4,5,5,5,5,2,0,"[{'url': 'https://images.foody.vn/res/g92/911232/s800/foody-tiger-sugar-duong-nau-sua-dai-loan-xuan-thuy-927-637128707508469317.jpg', 'path': 'foody-tiger-sugar-duong-nau-sua-dai-loan-xuan-thuy-927-637128707508469317.jpg', 'checksum': 'a11333cef42ddbe3dad1397074c9f0af', 'status': 'downloaded'}]"
4287350,593185,Phuong Anh Nguyen,9,Ngon lắm!!! Nên T mua cả về để cúng cụ hôm tết luôn ...,https://images.foody.vn/res/g29/284687/s800/foody-yeol-kwang-am-thuc-han-quoc-141-637195637814992850.jpg,284687,72 Trương Công Giai,Quận Cầu Giấy,Hà Nội,7.6,7.5,7.3,7.1,7.0,10,10,7,9,9,6,49,"[{'url': 'https://images.foody.vn/res/g29/284687/s800/foody-yeol-kwang-am-thuc-han-quoc-141-637195637814992850.jpg', 'path': 'foody-yeol-kwang-am-thuc-han-quoc-141-637195637814992850.jpg', 'checksum': '8696c638986336f48d8881013041639e', 'status': 'downloaded'}]"
11932276,9932671,duyhong1506,1,Chân giò chế biến quá mặn và cháy khét. Mình phải bỏ nguyên đĩa,,284687,72 Trương Công Giai,Quận Cầu Giấy,Hà Nội,7.6,7.5,7.3,7.1,7.0,1,1,1,1,1,1,0,
2538737,11939228,Liinh Liinh,9.4,"Mình gọi gà lắc và khoai tây lắc ship về nhà. Gà ngon. Khoai thì phải nói là xuất sắc. Nhà mình tuy hơi xa nhưng khi đến thì cực kỳ giòn, như vừa mới chiên xong. Nói chung là chất lượng rất tốt và sẽ còn đặt nhiều lần! :)",,786256,199 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,7.3,7.1,6.7,6.6,5.9,10,10,8,9,10,6,0,
2658224,14133005,Minh Thư,9.2,Mình hôm trước vừa đặt đồ ở đây. Nhìn chung đồ nóng tươi và rán ngon nhg duy chỉ có khoai tây lắc là bị ỉu và hầu như không có bột. Mình rất thích gà và khoai lang lắc ở đấy nên mong quán sẽ làm đều tay hơn ạ. Sẽ ủng hộ quán dài dài ạ,,786256,199 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,7.3,7.1,6.7,6.6,5.9,9,9,10,8,10,1,0,
4451596,151118,Tú Xuka,7,"🔥 CHÂN GIÒ HÀN QUỐC 🔥
.
🏠 Yeol Kwang - 72 Trương Công Giai, Cầu Giấy
.
⏰ 10:00 - 22:00
.
💸 Chân giò 330k (M) - 610k (L)
Món khác ~ 80k - 120k
.
Số có lộc ăn nên không gầy được 🤣 Đang quyết tâm giảm cân lắm đấy chứ mà em Bò gọi cả bàn chân giò, tokbokki, canh chả cá về bắt ăn nên lại đành nuốt nước mắt ăn hết 😢
Quán này trước mình ăn tại chỗ và review từ lâu lâu rùi. Hôm nay thì gọi về qua Now. Đồ đựng trong các hộp nhựa rất chắc chắn, có nắp, tái sử dụng ok luôn 👌🏻
❣️ Tổng chỗ đồ ăn gồm chân giò (M), chân giò cay (M), tokbokki, canh chả cá, cơm nắm là 1290k. Tầm 5-6 người ăn thoải mái. Có kimchi, rau cuốn đi kèm. Nếu ăn tại quán mình nhớ là có cả panchan trứng phô mai free ngon lứm á 👌🏻
——
Chân giò nhìn chung vừa miệng, chân giò cay tẩm ướp rất giống thịt bò khô )) Mình thì thích ăn mềm hơn chút nữa, nay ăn hơi khô. Món phụ thì ghi điểm hơn, canh chả cá (350k) và tokbokki (180k) đều ngon, và cay lứmm. Bạn nào không ăn cay được nên cân nhắc nhá, nhưng mình thấy cay kiểu cuốn lắm 🤣 không ngừng miệng được. Bánh gạo dẻo, chả cá ngọt, phô mai siêu nhiều luôn, bọn mình để nguội nó đóng thành tảng dày cộp ý 😅 Canh chả cá thì có thêm đậu, rau, nấm, nước dùng ngọt cay dễ ăn.  Có bếp bắc lên đun thì nồi canh chắc sẽ thành nồi lẩu 🤣
Đấy đợt này dịch ngại ra ngoài thì các bạn có thể tham khảo gọi chân giò Hàn về ăn đổi bữa. Mình thì đĩa chân giò quay giòn bì ăn với củ kiệu***vẫn hợp mồm mình hơn ))
.
#tusanmonhan #tuscaugiay #tusanthit #tusantokbokki","https://images.foody.vn/res/g29/284687/s800/foody-yeol-kwang-am-thuc-han-quoc-365-637210092312628211.jpg,https://images.foody.vn/res/g29/284687/s800/foody-yeol-kwang-am-thuc-han-quoc-262-637210092312471951.jpg,https://images.foody.vn/res/g29/284687/s800/foody-yeol-kwang-am-thuc-han-quoc-607-637210092312628211.jpg,https://images.foody.vn/res/g29/284687/s800/foody-yeol-kwang-am-thuc-han-quoc-113-637210092312471951.jpg",284687,72 Trương Công Giai,Quận Cầu Giấy,Hà Nội,7.6,7.5,7.3,7.1,7.0,7,7,7,7,7,24,391,"[{'url': 'https://images.foody.vn/res/g29/284687/s800/foody-yeol-kwang-am-thuc-han-quoc-365-637210092312628211.jpg', 'path': 'foody-yeol-kwang-am-thuc-han-quoc-365-637210092312628211.jpg', 'checksum': '81e1fb7d712c4fab53f5e4f67cf47fa1', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g29/284687/s800/foody-yeol-kwang-am-thuc-han-quoc-262-637210092312471951.jpg', 'path': 'foody-yeol-kwang-am-thuc-han-quoc-262-637210092312471951.jpg', 'checksum': '55a644a6c0dcf38f5a7929376caed44d', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g29/284687/s800/foody-yeol-kwang-am-thuc-han-quoc-607-637210092312628211.jpg', 'path': 'foody-yeol-kwang-am-thuc-han-quoc-607-637210092312628211.jpg', 'checksum': '8d85d43d6aee066c005caf22fff46194', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g29/284687/s800/foody-yeol-kwang-am-thuc-han-quoc-113-637210092312471951.jpg', 'path': 'foody-yeol-kwang-am-thuc-han-quoc-113-637210092312471951.jpg', 'checksum': '1ad509ac93b5e711300d5b73b28e547c', 'status': 'downloaded'}]"
2832998,10758616,Phương Dung,7.8,"Gà lắc và khoai lang lắc rất ngon
Mình ăn ở đây lần đầu ngon cực, phomai nhiều nên ấn tượng mạnh. Nhưng những lần sau lượng gà và phomai ngày càng ít.
Mong quán làm đều tay hơn.",,786256,199 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,7.3,7.1,6.7,6.6,5.9,8,8,6,9,8,3,0,
2988138,10072848,khanhha220099,3,"Mình đặt cánh gà rán 25k. Biết là rẻ nên mình không kỳ vọng nhiều nhưng thật sự quá thất vọng. Đợi ship quá lâu, cánh gà to  nhưng lớp tẩm ướp nhạt nhẽo, nói thẳng ra là toàn bột ngô  chiên. Thịt gà bở, càng ăn càng thấy có mùi lạ, thật sự là chưa bao giờ thấy gà có mùi như vậy mình không biết là đồ ôi hay sao? Cắn được mấy miếng mà nghĩ đến mấy vụ đồ ăn có giòi mà rùng mình, đành vứt đi vì không thể chịu nổi cái mùi nữa. Tạm biệt và hẹn không có ngày gặp lại.",,786256,199 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,7.3,7.1,6.7,6.6,5.9,1,1,5,5,3,1,0,
2887980,2218863,hangnguyen,8.8,"Mình gọi thử 1 gà lắc riêng và 1 combo có khoai+ nước 23k. khoai được chọn giữa khoai tây và khoai lang, nước chọn giữa coca và fanta nhé. mình chọn khoai tây lắc phomai và coca.
Khoai: cực kì cực kì ngon. nóng, miếng khoai to nên ngoài giòn trong mềm, bột phomai chưa đc thơm lắm nhưng lắc khá đều. gây nghiện lắm must try nhé!!!
Gà: miếng gà chiên giòn thịt tươi k có cảm giác bã, vị rất giống gà tự chiên ở nhà. tuy nhiên mình vẫn k thích vị bột phomai ở đây. mà gà lại đc lắc nhiều bột hơn khoai nên mình k thích bằng khoai thôi.
Coca: coca chai/lon chứ k phải coca tươi. cốc nhỏ, chỉ lạnh chứ k có đá.
Mình chỉ định đặt thử 1 ít để lỡ k thấy ngon thì đỡ tiếc. nhưng mà đồ ăn ở đây thật sự vừa rẻ vừa ngon lại gần nhà. ưng quá nên phải viết 1 chú review vì thấy ít review quá 😂",,786256,199 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,7.3,7.1,6.7,6.6,5.9,8,8,8,10,10,3,53,
3103001,10873171,Irene Nguyễn,7.6,"Đồ ăn ngon, nóng hổi , giá cả vừa phải nên mình ăn khá nhiều lần vì gần nhà nhưng gần đây lượng đồ ăn giảm đi, càng ngày càng ít. Mong quán điều chỉnh lại",,786256,199 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,7.3,7.1,6.7,6.6,5.9,7,8,7,8,8,19,2,
2584085,1564023,Virgo Xù,8.4,"Quán này nằm trong ngõ gần trường Nghĩa Tân, mình chỉ ghé qua ăn thử lần đầu mà mê luôn. 
Mình gọi tok, mì ý phô mai, trà đào và nem chua. Tổng chỗ này hết 120k nhé, đủ căng bụng cho hai bạn luôn. Ngoài nem chua ăn khá bình thường thì mình ấn tượng với món mì ý thêm phô mai, sốt cà chua ăn vừa và ngậy và không bị ngấy tí nào, phô mai tươi và thơm. Tok ở đây nêm nếm vừa vặn, không bị át vị tương ớt hàn quốc ở một số nơi mình hay ăn. Trà đào ở đây phải gọi là cực đỉnh luôn. Thực ra cũng là lipton đào nhưng bác chủ quán pha trà đậm y như phúc long luôn :)) mình không nói quá đâu thích nhất trà ở đây! 
Nói chung là nên thử đó!",https://images.foody.vn/res/g22/215914/s800/foody-long-s-pizza-704-636905084043849919.jpg,215914,"Nhà B10, Phòng 102 Nghĩa Tân (Cạnh Cổng Số 4 Trường Tiểu Học Nghĩa Tân)",Quận Cầu Giấy,Hà Nội,7.5,7.3,7.2,7.0,6.3,9,9,7,9,8,43,56,"[{'url': 'https://images.foody.vn/res/g22/215914/s800/foody-long-s-pizza-704-636905084043849919.jpg', 'path': 'foody-long-s-pizza-704-636905084043849919.jpg', 'checksum': '04b32e2335d65211037947aa05210286', 'status': 'downloaded'}]"
4725670,490772,Mai anhh,8.2,"Quán đồ Hàn ưng nhất mình từng ăn. Chân giò cay đậm vị mỗi tội hơi khô, chân giò lạnh béo ngậy, thịt dày ăn đã mồm chết đi được. 
Đỉnh cai nhất vẫn là bát tokbokki phomai to dã man, bánh gạo mềm dẻo cùng vị sốt ko thể chê vào đâu được các***ạ. 
Chấm chấm cuốn cuốn ăn không ngừng được luôn","https://images.foody.vn/res/g29/284687/s800/foody-yeol-kwang-am-thuc-han-quoc-127-637235842058558501.jpg,https://images.foody.vn/res/g29/284687/s800/foody-yeol-kwang-am-thuc-han-quoc-577-637235842055120679.jpg,https://images.foody.vn/res/g29/284687/s800/foody-yeol-kwang-am-thuc-han-quoc-758-637235842055120679.jpg",284687,72 Trương Công Giai,Quận Cầu Giấy,Hà Nội,7.6,7.5,7.3,7.1,7.0,8,8,9,8,8,55,457,"[{'url': 'https://images.foody.vn/res/g29/284687/s800/foody-yeol-kwang-am-thuc-han-quoc-127-637235842058558501.jpg', 'path': 'foody-yeol-kwang-am-thuc-han-quoc-127-637235842058558501.jpg', 'checksum': 'cd80ebbd973b8ba815179b44540a57d1', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g29/284687/s800/foody-yeol-kwang-am-thuc-han-quoc-577-637235842055120679.jpg', 'path': 'foody-yeol-kwang-am-thuc-han-quoc-577-637235842055120679.jpg', 'checksum': 'b0590ca3e8bdb2b4c867b60ae59227fb', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g29/284687/s800/foody-yeol-kwang-am-thuc-han-quoc-758-637235842055120679.jpg', 'path': 'foody-yeol-kwang-am-thuc-han-quoc-758-637235842055120679.jpg', 'checksum': 'f63a77a39b46d996d05bc5afed305d15', 'status': 'downloaded'}]"
3176726,2144454,chichisan,2,Khá là đáng sợ. Trong tất cả các lỗi thì lỗi nấu chưa chín là kinh khủng nhất. Chỉ là 1 cái cánh gà mà còn ko chín thì đùi gà sẽ thế nào? May ko mua đùi.,https://images.foody.vn/res/g79/786256/s800/foody-mr-thinh-ga-ran-khoai-lang-lac-tran-quoc-hoan-269-637052856868259006.jpg,786256,199 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,7.3,7.1,6.7,6.6,5.9,2,2,2,2,2,26,2,"[{'url': 'https://images.foody.vn/res/g79/786256/s800/foody-mr-thinh-ga-ran-khoai-lang-lac-tran-quoc-hoan-269-637052856868259006.jpg', 'path': 'foody-mr-thinh-ga-ran-khoai-lang-lac-tran-quoc-hoan-269-637052856868259006.jpg', 'checksum': '648f845df1808503fc99a993cde299e3', 'status': 'downloaded'}]"
3311446,11226994,Herichhhhhhhhhhh,4.2,"Mua lần thứ 2
Lần đầu đc mua cho, thấy sống nhưng nghĩ mk đen nên là k may ăn nhầm cái sống
Và lần thứ 2 đặt qua now thì như này đây, sống nhăn cả răng, chỉ ăn đc bột ngô bên ngoài. Nghĩ nó chán! Vậy nên vẫn quyết tâm rì viu để bạn nào có ý định ăn thì DẸP NGAY LẬP TỨC","https://images.foody.vn/res/g79/786256/s800/foody-mr-thinh-ga-ran-khoai-lang-lac-tran-quoc-hoan-250-637072158316857573.jpg,https://images.foody.vn/res/g79/786256/s800/foody-mr-thinh-ga-ran-khoai-lang-lac-tran-quoc-hoan-277-637072158306544208.jpg,https://images.foody.vn/res/g79/786256/s800/foody-mr-thinh-ga-ran-khoai-lang-lac-tran-quoc-hoan-623-637072158295449512.jpg",786256,199 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,7.3,7.1,6.7,6.6,5.9,1,5,5,5,5,1,0,"[{'url': 'https://images.foody.vn/res/g79/786256/s800/foody-mr-thinh-ga-ran-khoai-lang-lac-tran-quoc-hoan-250-637072158316857573.jpg', 'path': 'foody-mr-thinh-ga-ran-khoai-lang-lac-tran-quoc-hoan-250-637072158316857573.jpg', 'checksum': '0984dbc4665fca6aed1b5f5a24047ad4', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g79/786256/s800/foody-mr-thinh-ga-ran-khoai-lang-lac-tran-quoc-hoan-277-637072158306544208.jpg', 'path': 'foody-mr-thinh-ga-ran-khoai-lang-lac-tran-quoc-hoan-277-637072158306544208.jpg', 'checksum': '5be5a17f48e1b18ef26fb0124cdb6dfa', 'status': 'downloaded'}, {'url': 'https://images.foody.vn/res/g79/786256/s800/foody-mr-thinh-ga-ran-khoai-lang-lac-tran-quoc-hoan-623-637072158295449512.jpg', 'path': 'foody-mr-thinh-ga-ran-khoai-lang-lac-tran-quoc-hoan-623-637072158295449512.jpg', 'checksum': '8efaf2740d6cbf35bb837b53e6069efb', 'status': 'downloaded'}]"
2316405,12448044,Gia Bảo ,9,"Mình và thằng bạn mình có qua đây ăn,cảm giác ban đầu là không gian lịch sự sang trọng,nhân viên vui vẻ! 
Đồ ăn thì tươi,ngon,nhân viên phục vụ nhanh nhẹn,nói chung là mình rất hài lòng,nếu đi ăn buffer lẩu nướng thì mình sẽ tiếp tục chọn ở đây!",,721129,"Căn 8F, CD3, Nam Trung Yên",Quận Cầu Giấy,Hà Nội,8.4,8.3,8.2,8.1,8.1,10,8,8,10,9,3,0,
