ResId,Res_rating,streetAddress,district,region,Res_pos_score,Res_price_score,Res_food_score,Res_atmosphere_score,Res_services_score
63600,5.7,B20 - 21 Ngách 2 Ngõ 76 Duy Tân,Quận Cầu Giấy,Hà Nội,6.4,5.6,5.6,5.6,5.2
637360,7.8,171 Trung Kính,Quận Cầu Giấy,Hà Nội,9.0,8.0,7.8,7.3,7.0
63600,5.7,B20 - 21 Ngách 2 Ngõ 76 Duy Tân,Quận Cầu Giấy,Hà Nội,6.4,5.6,5.6,5.6,5.2
946578,6.7,"104 C3 KTT Nghĩa Tân, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,7.1,6.9,6.6,6.4,6.3
35893,6.7,Tầng 2 TTTM Big C Thăng Long - 222 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.1,7.0,6.7,6.4,6.2
946578,6.7,"104 C3 KTT Nghĩa Tân, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,7.1,6.9,6.6,6.4,6.3
946578,6.7,"104 C3 KTT Nghĩa Tân, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,7.1,6.9,6.6,6.4,6.3
290767,7.2,18 Ngõ 76/8 Duy Tân,Quận Cầu Giấy,Hà Nội,7.8,7.7,7.5,6.7,6.5
264770,7.3,67 Yên Hòa,Quận Cầu Giấy,Hà Nội,7.7,7.4,7.4,7.2,7.0
264770,7.3,67 Yên Hòa,Quận Cầu Giấy,Hà Nội,7.7,7.4,7.4,7.2,7.0
659998,7.7,29 Đỗ Quang,Quận Cầu Giấy,Hà Nội,8.7,8.0,7.9,7.1,6.9
205764,4.6,75 Nguyễn Văn Huyên Kéo Dài,Quận Cầu Giấy,Hà Nội,5.0,5.0,5.0,4.4,3.6
264770,7.3,67 Yên Hòa,Quận Cầu Giấy,Hà Nội,7.7,7.4,7.4,7.2,7.0
1012043,9.0,23 Ngõ 44 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,9.8,9.8,9.5,9.1,6.8
1012043,9.0,23 Ngõ 44 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,9.8,9.8,9.5,9.1,6.8
1012043,9.0,23 Ngõ 44 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,9.8,9.8,9.5,9.1,6.8
35893,6.7,Tầng 2 TTTM Big C Thăng Long - 222 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.1,7.0,6.7,6.4,6.2
1012043,9.0,23 Ngõ 44 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,9.8,9.8,9.5,9.1,6.8
992962,8.2,112 Vũ Phạm Hàm,Quận Cầu Giấy,Hà Nội,8.4,8.4,8.2,8.2,7.8
1012043,9.0,23 Ngõ 44 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,9.8,9.8,9.5,9.1,6.8
1012043,9.0,23 Ngõ 44 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,9.8,9.8,9.5,9.1,6.8
947717,9.0,66 Ngõ 58 Trần Bình,Quận Cầu Giấy,Hà Nội,9.5,9.3,9.0,8.8,8.3
947717,9.0,66 Ngõ 58 Trần Bình,Quận Cầu Giấy,Hà Nội,9.5,9.3,9.0,8.8,8.3
872625,8.2,71 Khúc Thừa Dụ,Quận Cầu Giấy,Hà Nội,8.7,8.4,8.3,8.1,7.4
872625,8.2,71 Khúc Thừa Dụ,Quận Cầu Giấy,Hà Nội,8.7,8.4,8.3,8.1,7.4
780084,8.6,"Tầng 1, Discovery Complex, 302 Cầu Giấy (Đối Diện 24 Chùa Hà)",Quận Cầu Giấy,Hà Nội,10.0,10.0,10.0,7.0,6.0
208098,6.7,3 - 14 Ngõ 37 Trần Kim Xuyến,Quận Cầu Giấy,Hà Nội,7.3,7.0,6.6,6.3,6.1
15104,7.8,"111 Cầu Giấy, P. Quan Hoa",Quận Cầu Giấy,Hà Nội,8.4,8.4,7.5,7.5,7.1
163139,6.8,2A Nguyễn Khang,Quận Cầu Giấy,Hà Nội,7.5,6.7,6.6,6.5,6.5
691461,6.9,"Số 7 Ngách 10 Ngõ 43 Trung Kính, P. Trung Hoà",Quận Cầu Giấy,Hà Nội,7.3,6.9,6.9,6.7,6.5
15104,7.8,"111 Cầu Giấy, P. Quan Hoa",Quận Cầu Giấy,Hà Nội,8.4,8.4,7.5,7.5,7.1
15104,7.8,"111 Cầu Giấy, P. Quan Hoa",Quận Cầu Giấy,Hà Nội,8.4,8.4,7.5,7.5,7.1
1023426,4.7,72 Duy Tân,Quận Cầu Giấy,Hà Nội,6.3,5.0,4.7,4.3,3.3
96486,8.4,"Ô 111, Tầng 1, TTTM Indochina Plaza, Xuân Thuỷ",Quận Cầu Giấy,Hà Nội,8.5,8.5,8.4,8.4,8.1
691461,6.9,"Số 7 Ngách 10 Ngõ 43 Trung Kính, P. Trung Hoà",Quận Cầu Giấy,Hà Nội,7.3,6.9,6.9,6.7,6.5
989466,7.1,50E Dương Khuê (Đối Diện Số 50 Dương Khuê),Quận Cầu Giấy,Hà Nội,7.4,7.4,7.0,6.8,6.8
989466,7.1,50E Dương Khuê (Đối Diện Số 50 Dương Khuê),Quận Cầu Giấy,Hà Nội,7.4,7.4,7.0,6.8,6.8
96486,8.4,"Ô 111, Tầng 1, TTTM Indochina Plaza, Xuân Thuỷ",Quận Cầu Giấy,Hà Nội,8.5,8.5,8.4,8.4,8.1
691461,6.9,"Số 7 Ngách 10 Ngõ 43 Trung Kính, P. Trung Hoà",Quận Cầu Giấy,Hà Nội,7.3,6.9,6.9,6.7,6.5
989466,7.1,50E Dương Khuê (Đối Diện Số 50 Dương Khuê),Quận Cầu Giấy,Hà Nội,7.4,7.4,7.0,6.8,6.8
691461,6.9,"Số 7 Ngách 10 Ngõ 43 Trung Kính, P. Trung Hoà",Quận Cầu Giấy,Hà Nội,7.3,6.9,6.9,6.7,6.5
163139,6.8,2A Nguyễn Khang,Quận Cầu Giấy,Hà Nội,7.5,6.7,6.6,6.5,6.5
96486,8.4,"Ô 111, Tầng 1, TTTM Indochina Plaza, Xuân Thuỷ",Quận Cầu Giấy,Hà Nội,8.5,8.5,8.4,8.4,8.1
197526,7.2,"107B4 Nghĩa Tân, Ngõ 1 Nghĩa Tân",Quận Cầu Giấy,Hà Nội,7.9,7.6,7.6,6.6,6.4
163139,6.8,2A Nguyễn Khang,Quận Cầu Giấy,Hà Nội,7.5,6.7,6.6,6.5,6.5
989466,7.1,50E Dương Khuê (Đối Diện Số 50 Dương Khuê),Quận Cầu Giấy,Hà Nội,7.4,7.4,7.0,6.8,6.8
208098,6.7,3 - 14 Ngõ 37 Trần Kim Xuyến,Quận Cầu Giấy,Hà Nội,7.3,7.0,6.6,6.3,6.1
197526,7.2,"107B4 Nghĩa Tân, Ngõ 1 Nghĩa Tân",Quận Cầu Giấy,Hà Nội,7.9,7.6,7.6,6.6,6.4
197526,7.2,"107B4 Nghĩa Tân, Ngõ 1 Nghĩa Tân",Quận Cầu Giấy,Hà Nội,7.9,7.6,7.6,6.6,6.4
231953,7.0,115 B7 Tô Hiệu,Quận Cầu Giấy,Hà Nội,7.6,7.0,6.8,6.7,6.7
231953,7.0,115 B7 Tô Hiệu,Quận Cầu Giấy,Hà Nội,7.6,7.0,6.8,6.7,6.7
231953,7.0,115 B7 Tô Hiệu,Quận Cầu Giấy,Hà Nội,7.6,7.0,6.8,6.7,6.7
163139,6.8,2A Nguyễn Khang,Quận Cầu Giấy,Hà Nội,7.5,6.7,6.6,6.5,6.5
231953,7.0,115 B7 Tô Hiệu,Quận Cầu Giấy,Hà Nội,7.6,7.0,6.8,6.7,6.7
872625,8.2,71 Khúc Thừa Dụ,Quận Cầu Giấy,Hà Nội,8.7,8.4,8.3,8.1,7.4
872625,8.2,71 Khúc Thừa Dụ,Quận Cầu Giấy,Hà Nội,8.7,8.4,8.3,8.1,7.4
872625,8.2,71 Khúc Thừa Dụ,Quận Cầu Giấy,Hà Nội,8.7,8.4,8.3,8.1,7.4
947717,9.0,66 Ngõ 58 Trần Bình,Quận Cầu Giấy,Hà Nội,9.5,9.3,9.0,8.8,8.3
872625,8.2,71 Khúc Thừa Dụ,Quận Cầu Giấy,Hà Nội,8.7,8.4,8.3,8.1,7.4
947717,9.0,66 Ngõ 58 Trần Bình,Quận Cầu Giấy,Hà Nội,9.5,9.3,9.0,8.8,8.3
947717,9.0,66 Ngõ 58 Trần Bình,Quận Cầu Giấy,Hà Nội,9.5,9.3,9.0,8.8,8.3
68477,6.0,40 Duy Tân,Quận Cầu Giấy,Hà Nội,6.9,6.3,6.0,5.8,5.0
68477,6.0,40 Duy Tân,Quận Cầu Giấy,Hà Nội,6.9,6.3,6.0,5.8,5.0
68477,6.0,40 Duy Tân,Quận Cầu Giấy,Hà Nội,6.9,6.3,6.0,5.8,5.0
942716,6.0,1 Ngách 44/50 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,6.6,6.3,6.1,5.9,5.3
1036654,7.8,"37 Tô Hiệu, P. Nghĩa Đô",Quận Cầu Giấy,Hà Nội,8.3,8.2,7.7,7.5,7.3
942716,6.0,1 Ngách 44/50 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,6.6,6.3,6.1,5.9,5.3
942716,6.0,1 Ngách 44/50 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,6.6,6.3,6.1,5.9,5.3
185322,6.2,179 Trung Kính,Quận Cầu Giấy,Hà Nội,6.8,6.4,6.3,6.1,5.6
1062540,8.0,"16 Duy Tân, P. Dịch Vọng Hậu",Quận Cầu Giấy,Hà Nội,8.0,8.0,8.0,8.0,8.0
942716,6.0,1 Ngách 44/50 Trần Thái Tông,Quận Cầu Giấy,Hà Nội,6.6,6.3,6.1,5.9,5.3
185322,6.2,179 Trung Kính,Quận Cầu Giấy,Hà Nội,6.8,6.4,6.3,6.1,5.6
185322,6.2,179 Trung Kính,Quận Cầu Giấy,Hà Nội,6.8,6.4,6.3,6.1,5.6
14315,6.7,168 Nguyễn Khánh Toàn,Quận Cầu Giấy,Hà Nội,7.2,7.1,6.9,6.4,6.1
14315,6.7,168 Nguyễn Khánh Toàn,Quận Cầu Giấy,Hà Nội,7.2,7.1,6.9,6.4,6.1
68477,6.0,40 Duy Tân,Quận Cầu Giấy,Hà Nội,6.9,6.3,6.0,5.8,5.0
14315,6.7,168 Nguyễn Khánh Toàn,Quận Cầu Giấy,Hà Nội,7.2,7.1,6.9,6.4,6.1
185322,6.2,179 Trung Kính,Quận Cầu Giấy,Hà Nội,6.8,6.4,6.3,6.1,5.6
185322,6.2,179 Trung Kính,Quận Cầu Giấy,Hà Nội,6.8,6.4,6.3,6.1,5.6
185322,6.2,179 Trung Kính,Quận Cầu Giấy,Hà Nội,6.8,6.4,6.3,6.1,5.6
185322,6.2,179 Trung Kính,Quận Cầu Giấy,Hà Nội,6.8,6.4,6.3,6.1,5.6
205298,5.8,45 Nguyễn Khang,Quận Cầu Giấy,Hà Nội,6.4,6.0,5.8,5.4,5.4
1086628,9.7,"66A Ngõ 78 Duy Tân,P. Dịch Vọng Hậu",Quận Cầu Giấy,Hà Nội,10.0,10.0,9.6,9.6,9.4
1019342,9.8,3A Khu X4 Ngõ 28 Dương Khuê,Quận Cầu Giấy,Hà Nội,10.0,10.0,10.0,10.0,9.0
205298,5.8,45 Nguyễn Khang,Quận Cầu Giấy,Hà Nội,6.4,6.0,5.8,5.4,5.4
673514,4.1,20 Duy Tân,Quận Cầu Giấy,Hà Nội,4.3,4.3,4.3,4.0,3.7
218711,7.3,"11 Ngõ 168 Trung Kính, P. Yên Hòa",Quận Cầu Giấy,Hà Nội,8.1,7.7,7.4,7.3,6.0
218711,7.3,"11 Ngõ 168 Trung Kính, P. Yên Hòa",Quận Cầu Giấy,Hà Nội,8.1,7.7,7.4,7.3,6.0
218711,7.3,"11 Ngõ 168 Trung Kính, P. Yên Hòa",Quận Cầu Giấy,Hà Nội,8.1,7.7,7.4,7.3,6.0
7489,6.9,33 Nguyễn Thị Định,Quận Cầu Giấy,Hà Nội,7.2,7.0,6.9,6.8,6.7
981301,8.4,107 B7 Tô Hiệu,Quận Cầu Giấy,Hà Nội,9.3,8.8,8.3,8.0,7.5
976923,10.0,"N6E, KĐT Trung Hòa - Nhân Chính",Quận Cầu Giấy,Hà Nội,10.0,10.0,10.0,10.0,10.0
1086610,8.0,"53 Ngõ 3 Nguyễn Văn Huyên, P. Quan Hoa",Quận Cầu Giấy,Hà Nội,8.2,8.1,8.1,7.9,7.7
1086610,8.0,"53 Ngõ 3 Nguyễn Văn Huyên, P. Quan Hoa",Quận Cầu Giấy,Hà Nội,8.2,8.1,8.1,7.9,7.7
1086610,8.0,"53 Ngõ 3 Nguyễn Văn Huyên, P. Quan Hoa",Quận Cầu Giấy,Hà Nội,8.2,8.1,8.1,7.9,7.7
720626,7.6,70 Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,7.8,7.8,7.6,7.4,7.4
44555,6.3,"101D3 Ngõ 233 Tô Hiệu, P. Dịch Vọng",Quận Cầu Giấy,Hà Nội,7.3,7.3,5.7,5.7,5.3
197526,7.2,"107B4 Nghĩa Tân, Ngõ 1 Nghĩa Tân",Quận Cầu Giấy,Hà Nội,7.9,7.6,7.6,6.6,6.4
6575,7.5,"106 Hoàng Quốc Việt, P. Nghĩa Đô",Quận Cầu Giấy,Hà Nội,7.6,7.6,7.5,7.5,7.2
6575,7.5,"106 Hoàng Quốc Việt, P. Nghĩa Đô",Quận Cầu Giấy,Hà Nội,7.6,7.6,7.5,7.5,7.2
675207,5.9,101C9 Tô Hiệu,Quận Cầu Giấy,Hà Nội,6.1,6.1,5.9,5.7,5.6
675207,5.9,101C9 Tô Hiệu,Quận Cầu Giấy,Hà Nội,6.1,6.1,5.9,5.7,5.6
720626,7.6,70 Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,7.8,7.8,7.6,7.4,7.4
89219,5.5,83 Nguyễn Thị Định,Quận Cầu Giấy,Hà Nội,7.0,6.8,5.8,4.4,3.4
89219,5.5,83 Nguyễn Thị Định,Quận Cầu Giấy,Hà Nội,7.0,6.8,5.8,4.4,3.4
1086610,8.0,"53 Ngõ 3 Nguyễn Văn Huyên, P. Quan Hoa",Quận Cầu Giấy,Hà Nội,8.2,8.1,8.1,7.9,7.7
236860,5.9,"N5C KĐT Trung Hoà Nhân Chính, Hoàng Đạo Thuý",Quận Cầu Giấy,Hà Nội,6.8,6.2,6.0,5.8,4.9
236860,5.9,"N5C KĐT Trung Hoà Nhân Chính, Hoàng Đạo Thuý",Quận Cầu Giấy,Hà Nội,6.8,6.2,6.0,5.8,4.9
236860,5.9,"N5C KĐT Trung Hoà Nhân Chính, Hoàng Đạo Thuý",Quận Cầu Giấy,Hà Nội,6.8,6.2,6.0,5.8,4.9
236860,5.9,"N5C KĐT Trung Hoà Nhân Chính, Hoàng Đạo Thuý",Quận Cầu Giấy,Hà Nội,6.8,6.2,6.0,5.8,4.9
7489,6.9,33 Nguyễn Thị Định,Quận Cầu Giấy,Hà Nội,7.2,7.0,6.9,6.8,6.7
7489,6.9,33 Nguyễn Thị Định,Quận Cầu Giấy,Hà Nội,7.2,7.0,6.9,6.8,6.7
7489,6.9,33 Nguyễn Thị Định,Quận Cầu Giấy,Hà Nội,7.2,7.0,6.9,6.8,6.7
236860,5.9,"N5C KĐT Trung Hoà Nhân Chính, Hoàng Đạo Thuý",Quận Cầu Giấy,Hà Nội,6.8,6.2,6.0,5.8,4.9
14315,6.7,168 Nguyễn Khánh Toàn,Quận Cầu Giấy,Hà Nội,7.2,7.1,6.9,6.4,6.1
949587,7.4,5 Ngõ 41 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,8.1,8.0,7.2,7.0,6.5
1020362,10.0,16 Ngõ 20/15 Hồ Tùng Mậu,Quận Cầu Giấy,Hà Nội,10.0,10.0,10.0,10.0,10.0
892688,6.0,136 Ngõ 36 Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,6.3,6.2,6.2,5.8,5.3
875449,6.6,110 A8 Nghĩa Tân (Đối Diện 44 Trần Tử Bình),Quận Cầu Giấy,Hà Nội,7.3,7.3,6.7,6.4,5.4
892688,6.0,136 Ngõ 36 Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,6.3,6.2,6.2,5.8,5.3
784334,2.0,156 Yên Hoà,Quận Cầu Giấy,Hà Nội,3.0,3.0,2.0,1.0,1.0
215914,7.1,"Nhà B10, Phòng 102 Nghĩa Tân (Cạnh Cổng Số 4 Trường Tiểu Học Nghĩa Tân)",Quận Cầu Giấy,Hà Nội,7.5,7.3,7.2,7.0,6.3
892688,6.0,136 Ngõ 36 Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,6.3,6.2,6.2,5.8,5.3
935195,8.6,"Tầng 5, Vincom Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,9.1,8.8,8.6,8.4,7.9
692167,9.4,89 Nguyễn Khang,Quận Cầu Giấy,Hà Nội,9.5,9.5,9.5,9.5,9.0
692167,9.4,89 Nguyễn Khang,Quận Cầu Giấy,Hà Nội,9.5,9.5,9.5,9.5,9.0
686655,6.9,28 Duy Tân,Quận Cầu Giấy,Hà Nội,7.4,7.2,6.9,6.7,6.6
711414,4.2,"Tầng 1, Big C Thăng Long, 222 Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,4.8,4.6,4.1,3.9,3.6
949587,7.4,5 Ngõ 41 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,8.1,8.0,7.2,7.0,6.5
711414,4.2,"Tầng 1, Big C Thăng Long, 222 Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,4.8,4.6,4.1,3.9,3.6
711414,4.2,"Tầng 1, Big C Thăng Long, 222 Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,4.8,4.6,4.1,3.9,3.6
711414,4.2,"Tầng 1, Big C Thăng Long, 222 Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,4.8,4.6,4.1,3.9,3.6
935195,8.6,"Tầng 5, Vincom Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,9.1,8.8,8.6,8.4,7.9
935195,8.6,"Tầng 5, Vincom Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,9.1,8.8,8.6,8.4,7.9
935195,8.6,"Tầng 5, Vincom Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,9.1,8.8,8.6,8.4,7.9
215914,7.1,"Nhà B10, Phòng 102 Nghĩa Tân (Cạnh Cổng Số 4 Trường Tiểu Học Nghĩa Tân)",Quận Cầu Giấy,Hà Nội,7.5,7.3,7.2,7.0,6.3
935195,8.6,"Tầng 5, Vincom Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,9.1,8.8,8.6,8.4,7.9
892688,6.0,136 Ngõ 36 Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,6.3,6.2,6.2,5.8,5.3
892688,6.0,136 Ngõ 36 Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,6.3,6.2,6.2,5.8,5.3
215914,7.1,"Nhà B10, Phòng 102 Nghĩa Tân (Cạnh Cổng Số 4 Trường Tiểu Học Nghĩa Tân)",Quận Cầu Giấy,Hà Nội,7.5,7.3,7.2,7.0,6.3
892688,6.0,136 Ngõ 36 Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,6.3,6.2,6.2,5.8,5.3
730045,6.6,295 Tô Hiệu,Quận Cầu Giấy,Hà Nội,8.0,7.3,6.5,6.0,5.3
730045,6.6,295 Tô Hiệu,Quận Cầu Giấy,Hà Nội,8.0,7.3,6.5,6.0,5.3
730045,6.6,295 Tô Hiệu,Quận Cầu Giấy,Hà Nội,8.0,7.3,6.5,6.0,5.3
935195,8.6,"Tầng 5, Vincom Trần Duy Hưng",Quận Cầu Giấy,Hà Nội,9.1,8.8,8.6,8.4,7.9
1080315,9.8,108A8 Tập Thể Nghĩa Tân,Quận Cầu Giấy,Hà Nội,9.9,9.9,9.9,9.8,9.5
924369,8.0,Ki Ốt 6 Cốm Vòng (Đối Diện 59 Cốm Vòng),Quận Cầu Giấy,Hà Nội,8.7,8.2,8.2,8.0,7.2
1080315,9.8,108A8 Tập Thể Nghĩa Tân,Quận Cầu Giấy,Hà Nội,9.9,9.9,9.9,9.8,9.5
924369,8.0,Ki Ốt 6 Cốm Vòng (Đối Diện 59 Cốm Vòng),Quận Cầu Giấy,Hà Nội,8.7,8.2,8.2,8.0,7.2
1080315,9.8,108A8 Tập Thể Nghĩa Tân,Quận Cầu Giấy,Hà Nội,9.9,9.9,9.9,9.8,9.5
1080315,9.8,108A8 Tập Thể Nghĩa Tân,Quận Cầu Giấy,Hà Nội,9.9,9.9,9.9,9.8,9.5
1080315,9.8,108A8 Tập Thể Nghĩa Tân,Quận Cầu Giấy,Hà Nội,9.9,9.9,9.9,9.8,9.5
1080315,9.8,108A8 Tập Thể Nghĩa Tân,Quận Cầu Giấy,Hà Nội,9.9,9.9,9.9,9.8,9.5
1080315,9.8,108A8 Tập Thể Nghĩa Tân,Quận Cầu Giấy,Hà Nội,9.9,9.9,9.9,9.8,9.5
1080315,9.8,108A8 Tập Thể Nghĩa Tân,Quận Cầu Giấy,Hà Nội,9.9,9.9,9.9,9.8,9.5
1080315,9.8,108A8 Tập Thể Nghĩa Tân,Quận Cầu Giấy,Hà Nội,9.9,9.9,9.9,9.8,9.5
1018756,7.9,59A Trung Kính,Quận Cầu Giấy,Hà Nội,8.2,8.0,8.0,7.7,7.7
901002,8.9,30 Ngõ 33 Phan Văn Trường,Quận Cầu Giấy,Hà Nội,9.0,9.0,8.9,8.8,8.6
901002,8.9,30 Ngõ 33 Phan Văn Trường,Quận Cầu Giấy,Hà Nội,9.0,9.0,8.9,8.8,8.6
901002,8.9,30 Ngõ 33 Phan Văn Trường,Quận Cầu Giấy,Hà Nội,9.0,9.0,8.9,8.8,8.6
901002,8.9,30 Ngõ 33 Phan Văn Trường,Quận Cầu Giấy,Hà Nội,9.0,9.0,8.9,8.8,8.6
901002,8.9,30 Ngõ 33 Phan Văn Trường,Quận Cầu Giấy,Hà Nội,9.0,9.0,8.9,8.8,8.6
134182,7.1,222 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.4,7.2,7.1,7.0,6.6
134182,7.1,222 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.4,7.2,7.1,7.0,6.6
134182,7.1,222 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.4,7.2,7.1,7.0,6.6
134182,7.1,222 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.4,7.2,7.1,7.0,6.6
92766,7.3,"27 Trần Duy Hưng, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,7.6,7.6,7.3,7.1,6.8
207965,5.5,200 Trung Kính,Quận Cầu Giấy,Hà Nội,6.5,6.0,5.5,5.5,4.0
92766,7.3,"27 Trần Duy Hưng, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,7.6,7.6,7.3,7.1,6.8
92766,7.3,"27 Trần Duy Hưng, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,7.6,7.6,7.3,7.1,6.8
92766,7.3,"27 Trần Duy Hưng, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,7.6,7.6,7.3,7.1,6.8
909677,8.4,5 Nhà A12 Ngõ 215 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,8.9,8.5,8.4,8.3,7.9
92766,7.3,"27 Trần Duy Hưng, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,7.6,7.6,7.3,7.1,6.8
134182,7.1,222 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.4,7.2,7.1,7.0,6.6
899953,6.1,125 Phan Văn Trường,Quận Cầu Giấy,Hà Nội,7.1,6.2,6.1,5.7,5.7
235924,7.6,75A Hoàng Quốc Việt,Quận Cầu Giấy,Hà Nội,8.0,7.8,7.7,7.3,7.3
725152,6.6,13H2 Ngõ 130 Xuân Thủy,Quận Cầu Giấy,Hà Nội,7.0,6.9,6.6,6.5,6.1
725152,6.6,13H2 Ngõ 130 Xuân Thủy,Quận Cầu Giấy,Hà Nội,7.0,6.9,6.6,6.5,6.1
725152,6.6,13H2 Ngõ 130 Xuân Thủy,Quận Cầu Giấy,Hà Nội,7.0,6.9,6.6,6.5,6.1
725152,6.6,13H2 Ngõ 130 Xuân Thủy,Quận Cầu Giấy,Hà Nội,7.0,6.9,6.6,6.5,6.1
720626,7.6,70 Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,7.8,7.8,7.6,7.4,7.4
724505,7.3,"Tòa Nhà CTM, 139 Cầu Giấy",Quận Cầu Giấy,Hà Nội,7.4,7.3,7.3,7.2,7.1
724505,7.3,"Tòa Nhà CTM, 139 Cầu Giấy",Quận Cầu Giấy,Hà Nội,7.4,7.3,7.3,7.2,7.1
899953,6.1,125 Phan Văn Trường,Quận Cầu Giấy,Hà Nội,7.1,6.2,6.1,5.7,5.7
899953,6.1,125 Phan Văn Trường,Quận Cầu Giấy,Hà Nội,7.1,6.2,6.1,5.7,5.7
899953,6.1,125 Phan Văn Trường,Quận Cầu Giấy,Hà Nội,7.1,6.2,6.1,5.7,5.7
899953,6.1,125 Phan Văn Trường,Quận Cầu Giấy,Hà Nội,7.1,6.2,6.1,5.7,5.7
899953,6.1,125 Phan Văn Trường,Quận Cầu Giấy,Hà Nội,7.1,6.2,6.1,5.7,5.7
899953,6.1,125 Phan Văn Trường,Quận Cầu Giấy,Hà Nội,7.1,6.2,6.1,5.7,5.7
276930,4.7,63 Trung Kính,Quận Cầu Giấy,Hà Nội,5.8,4.8,4.8,4.8,3.4
235924,7.6,75A Hoàng Quốc Việt,Quận Cầu Giấy,Hà Nội,8.0,7.8,7.7,7.3,7.3
899953,6.1,125 Phan Văn Trường,Quận Cầu Giấy,Hà Nội,7.1,6.2,6.1,5.7,5.7
235924,7.6,75A Hoàng Quốc Việt,Quận Cầu Giấy,Hà Nội,8.0,7.8,7.7,7.3,7.3
235924,7.6,75A Hoàng Quốc Việt,Quận Cầu Giấy,Hà Nội,8.0,7.8,7.7,7.3,7.3
235924,7.6,75A Hoàng Quốc Việt,Quận Cầu Giấy,Hà Nội,8.0,7.8,7.7,7.3,7.3
235924,7.6,75A Hoàng Quốc Việt,Quận Cầu Giấy,Hà Nội,8.0,7.8,7.7,7.3,7.3
909677,8.4,5 Nhà A12 Ngõ 215 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,8.9,8.5,8.4,8.3,7.9
909677,8.4,5 Nhà A12 Ngõ 215 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,8.9,8.5,8.4,8.3,7.9
909677,8.4,5 Nhà A12 Ngõ 215 Trần Quốc Hoàn,Quận Cầu Giấy,Hà Nội,8.9,8.5,8.4,8.3,7.9
134182,7.1,222 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.4,7.2,7.1,7.0,6.6
172202,6.6,113 Trần Đăng Ninh,Quận Cầu Giấy,Hà Nội,7.5,7.3,6.4,6.2,5.4
134182,7.1,222 Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,7.4,7.2,7.1,7.0,6.6
172202,6.6,113 Trần Đăng Ninh,Quận Cầu Giấy,Hà Nội,7.5,7.3,6.4,6.2,5.4
172202,6.6,113 Trần Đăng Ninh,Quận Cầu Giấy,Hà Nội,7.5,7.3,6.4,6.2,5.4
172202,6.6,113 Trần Đăng Ninh,Quận Cầu Giấy,Hà Nội,7.5,7.3,6.4,6.2,5.4
172202,6.6,113 Trần Đăng Ninh,Quận Cầu Giấy,Hà Nội,7.5,7.3,6.4,6.2,5.4
176237,7.1,Đối Diện 120C1 Nghĩa Tân,Quận Cầu Giấy,Hà Nội,7.7,7.6,7.4,6.8,6.2
