RevId,UserId,ResId,Comment,image_urls,Food_score_cmt,Services_score_cmt,Atmosphere_score_cmt,Position_score_cmt,Price_score_cmt,Rating
4315296,309729,1004723,"Ai như mình không vào quán bún lại nghiện ăn xôi.
Nhưng mà ngon dã man luôn ý😭
Vừa viết lại vừa thèm đây 🤤","https://images.foody.vn/res/g101/1004723/s800/foody-bun-rieu-pho-co-nghia-tan-891-637198237725344873.jpg,https://images.foody.vn/res/g101/1004723/s800/foody-bun-rieu-pho-co-nghia-tan-994-637198237737571752.jpg",9,9,8,10,9,9
4961967,9328490,14211,"Ngon bá cháy, ngon ko tưởng, ngon tuyệt vời 🤤🤤🤤🤤",https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-436-637254903258375648.jpg,9,9,8,8,8,8.4
3016175,1997277,788803,"Bánh rất ngon mềm, kem thơm, trân châu mềm dai ăn ko bị ngọt quá xuất sắc",https://images.foody.vn/res/g79/788803/s800/foody-tiem-banh-linh-s-tron-shop-online-290-637025352399516462.jpg,10,10,10,10,10,10
1584765,944114,14211,"✨ Vị trí: quán nằm đoạn nguyễn phong sắc nhé khá là xa trung tâm a. Hôm đấy tiện qua khu cầu giấy nên mình qua đây thử. Ko gian quán hơi tối, hôm trưa mình đến có vài ng nhìn hơi âm u nhưng được cái ngồi rộng thoáng a

✨ Giá cả: nhìn chung đồ ăn giá trung bình ổn nhé, mỗi ng tầm 150k là ăn no a

✨ Chất lượng: mình thấy ăn khá là ok luôn đó. Đặc biệt là canh kim chi ở đây ăn khá là ngon, vừa vị mà thêm đó cũng nh đồ nữa a. Ngoài ra gà ở đây tẩm ướp ổn a","https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-559-636376531664779717.jpg,https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-335-636376531664623455.jpg,https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-880-636376531664310926.jpg",8,7,6,7,7,7
2001662,667723,14211,"Mình có mã giảm 50% nên đặt một cơm streak gà và một cơm đùi gà sốt cà ri. Cá nhân, là-cá-nhân nhaaa: mình thấy gà bình thường làm gì ngon hơn Lotteria được nhỉ hay vì mình chưa thử mấy món gà sốt của Kúc Cu :))))))) Gà rán chín đều, không bị sống nhưng vị hơi nhạt nhẽo nếu không có tương cà bỏ vô. Vị sốt cà ri cũng hơi nhạt (hay do mình ăn mặn nhỉ :v). Củ cải muối ở đây ngon này. Cơm sốt cà ri mới có, cái kia là kèm salad rồi. Cơm của cả 2 món đều dẻo ngon. Nhất là cơm steak gà huhu. Cơm kiểu thơm dẻo ăn như xôi luôn ý. Salad cũng ngon cực. Chua chua ngọt ngọt dễ ăn lắm. Thịt gà thái miếng cũng ok. Có 1 quả trứng rán vừa tới nữa. Hehe. Khoai tây chiên hơi sống 1 tẹo thì phải. 😕 Được cho kèm 2 gói tương cà và 2 gói tương ớt nha.
Nhìn chung là được thôi. Chưa xuất sắc như ý mình. 😅","https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-262-636585670291027627.jpg,https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-976-636585670285714693.jpg,https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-882-636585670277589079.jpg,https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-756-636585670272588660.jpg,https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-429-636585670280714303.jpg",8,7,7,7,8,7.4
2017373,10965178,14211,"Mình gọi 1 cơm steak gà, 1 cơm cuộn, 1 phần gà chiên sốt. Cơm steak gà thì cơm khá nhiều, đầy đủ các thứ, mình nghĩ giá 55k là đáng. Phần cơm cuộn thì ít hơn nhưng 35k / 10 cuốn > 3.5k/cuốn vậy cũng được. Mình ấn tượng nhất là gà, 1 hộp 190k, được đến hơn 10 miếng, ăn rất đã, sốt có vị đặc trưng, phần gà này mình nghĩ 2-4 người ăn đều được. Mình gọi giao hàng nên không biết nhân viên thế nào, nhưng về đồ ăn và giá cả thì khá hài lòng.","https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-962-636594134079464990.jpg,https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-684-636594134071964400.jpg,https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-180-636594134061494838.jpg",8,6,6,6,8,6.8
2414984,9800631,14211,"Combo 82k gồm 1 đùi, 2cánh, 2 khoai chiên, 1 nước.
Đặt now về thất vọng. 2 cánh thực chất còn ko bằng 1 miếng cánh gà nguyên, chỉ gồm 1 miếng cánh giữa 1 miếng đùi cánh. 2 khoai chiên mà đk có một chút, bằng 1 phần khoai của những cửa hàng khác. Khá thất vọng. Vị bình thường ko có gì nổi bật. Chắc ko đặt tiếp lần sau.","https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-196-636798042606271115.jpg,https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-835-636798042603927173.jpg",2,2,5,5,1,3
2967815,12880362,14211,"gà ran vẫn rất ngon từ trươcs đến nay. ăn khác hẳn lotteria vs KFC. nhân viên trước đây mình thấy hơi nhấm nhẳng , hôm nay quay lại thấy thân thiện vui bẻ nhanh nhẹn. chắc mới có lượt nhân viên mới ạ . ủng hộ quán dài dài. Hai mẹ con ăn combo 4 lại còn được tặng một gà phio mai kem nữa ( lần đầu đi ăn ở đây đc tặng^^)","https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-484-637017267656748997.jpg,https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-386-637017267657686568.jpg,https://images.foody.vn/res/g2/14211/s800/foody-ga-ran-kuccu-nguyen-phong-sac-335-637017267656280206.jpg",10,10,8,10,8,9.2
3214101,17569745,788803,"Hộp 5 bánh, ăn đc 1 cái thấy ngon quá phải bỏ ra địa chụp ảnh sương sương review cho tiệm ngay😊
Khi nhận bánh vẫn còn ấm. Ăn cực PHÊ 🤪. Bánh bé cắn miếng nào chất lượng miếng ấy. Thơm thơm giòn giòn. Hương vị rất riêng biệt chưa đâu được ngon như này. Rất đáng khen",https://images.foody.vn/res/g79/788803/s800/foody-tiem-banh-linh-s-tron-shop-online-558-637058077108630768.jpg,10,10,9,10,10,9.8
3214238,17569996,788803,"Đánh giá 10 điểm cho tiệm luôn 😊
bánh tart ngon lắm lắm lắm  ^v^ Mình cực thích phần bánh ngàn lớp và phần trứng ăn hông có ngấy mà rấc chi là thơm lun ạ 😆😆😆🤤🤤💞💞💞 Ship giao bánh vẫn còn ấm nóng ăn được 2 chú. Còn 2 chú cất tủ lạnh để mai ăn đó. Mà ăn lạnh cũng cực ngon luôn.",https://images.foody.vn/res/g79/788803/s800/foody-tiem-banh-linh-s-tron-shop-online-877-637058084687780022.jpg,10,10,10,10,10,10
3208317,595435,788803,"- điều đầu tiên phải nói mất thiện cảm là đang ăn thì mình thấy nguyên một sợi tóc dài trong phần trân châu đường đen > mất điểm vệ sinh
- chất lượng bánh thì, cốt bánh xốp, mềm ẩm nói chung ok
Còn về kem bánh thì không giống như mô tả. Quán ghi có hai lớp kem: 1 cheese 1 trà nhưng mình thấy mỗi lớp kem trà htoan không có vị chée. Với vị trà sữa của kem giống hệt vị trà sữa nestle đóng gói...
Được mỗi cái nhiều trân châu, trân châu mềm dẻo mà trong trân châu lại có tóc 🙄","https://images.foody.vn/res/g79/788803/s800/foody-tiem-banh-linh-s-tron-shop-online-966-637057237438537181.jpg,https://images.foody.vn/res/g79/788803/s800/foody-tiem-banh-linh-s-tron-shop-online-381-637057237436193213.jpg,https://images.foody.vn/res/g79/788803/s800/foody-tiem-banh-linh-s-tron-shop-online-598-637057237437599591.jpg",2,5,2,3,3,3
2656574,1559006,737094,"Vì vào quán cũng muộn nên hết cơm gà má đùi rồi , gọi tạm đùi vậy 😂😂 Ăn cũng được thôi ạ , chưa xuất sắc lắm . Được khoản nước mắm ngon và canh ngọt .",https://images.foody.vn/res/g74/737094/s800/foody-tuyet-nhung-com-ga-phu-yen-208-636945526519662809.jpg,8,8,8,8,7,7.8
3088755,11597124,788803,"Vì thời gian vừa rồi vào mùa bánh Trung Thu nên tiệm đã đóng cửa nghỉ vài hôm. Hiện nay tiệm đã hết bánh Trung Thu, hôm nay có 1 số khách đặt bánh trung thu trên NOW do tiệm đã hết nên xin hẹn khách yêu mùa trăng năm sau ạ ❤️ và tiệm sẽ trở lại với tất cả các loại bánh khác vào ngày 14/9. Mong quý khách sẽ vẫn luôn ủng hộ tiệm ❤️",https://images.foody.vn/res/g79/788803/s800/foody-tiem-banh-linh-s-tron-shop-online-547-637038888754112384.jpg,10,10,10,10,10,10
1538087,2197399,217902,"Thấy bảo món này nổi với học sinh Cầu Giấy lắm, có người ngày nào cũng ăn không biết ngán nên cũng muốn mục sở thị xem thực sự chất lượng đến đâu mà lắm fan như thế. Cái ngõ này đối với t thì thật sự là khó tìm, đi từ Đào Tấn thì chỉ cần thẳng tiến thôi, ra NKT thì thấy có tận 2 cái ngõ, vào cái ngõ đầu thì chả thấy bánh đa đâu cả :((( cái ngõ sau mới đúng nhé. Đến lúc 8h kém 15 mà đến tận 8h5 mới được ăn, đợi tận 20' mà quán có đông quái đâu. Một suất khá rẻ, có 20k thôi nên cũng không mong chờ gì cả, vậy mà ngon ra phết đấy. Một bát đầy đặn có đủ rau chả đậu, thiếu mỗi bò thôi, vậy mà có thêm nem chua rán, lạ ghê. Sốt trộn không phải xì dầu nguyên như một số chỗ mà có sự pha trộn nên ngon hơn hẳn","https://images.foody.vn/res/g22/217902/s800/foody-mien-tron-banh-da-tron-613-636359652423734302.jpg,https://images.foody.vn/res/g22/217902/s800/foody-mien-tron-banh-da-tron-598-636359652396353862.jpg,https://images.foody.vn/res/g22/217902/s800/foody-mien-tron-banh-da-tron-779-636359652366161808.jpg,https://images.foody.vn/res/g22/217902/s800/foody-mien-tron-banh-da-tron-632-636359652339021749.jpg,https://images.foody.vn/res/g22/217902/s800/foody-mien-tron-banh-da-tron-821-636359652276727782.jpg,https://images.foody.vn/res/g22/217902/s800/foody-mien-tron-banh-da-tron-794-636359652237178068.jpg",8,6,6,3,8,6.2
2556435,1322292,660533,"Cháo lòng ở đây ăn ngon phết nè, lại còn rẻ 20K 1 bát thôi, thêm chỗ dồi kia 20K nữa với tí quẩy 5K là có một bữa no nê rồi. Bát cháo khá đầy đặn, có nhiều nhân ở dưới lắm, nhớ trộn đều lên nha, có lòng có gan có dồi ăn thích lắm, chấm cùng mắm tôm với thêm tí rau sống là best luôn ấy. Quán buổi tối khá là đông, chủ yếu toàn thấy dân nhậu gọi đĩa lòng thập cẩm ra rồi uống rượu nhậu, mình thì chỉ ăn cháo thôi. Phục vụ khá nhanh, mình ngồi 1 chút là có đồ ăn rồi","https://images.foody.vn/res/g67/660533/s800/foody-long-luoc-hoa-bang-124-636889500646990673.jpg,https://images.foody.vn/res/g67/660533/s800/foody-long-luoc-hoa-bang-173-636889500639503965.jpg,https://images.foody.vn/res/g67/660533/s800/foody-long-luoc-hoa-bang-930-636889500628893813.jpg",8,8,8,6,8,7.6
2878290,10118660,737094,Gọi gà thêm mà 22k chỉ được từng này gà đắt quá,https://images.foody.vn/res/g74/737094/s800/foody-tuyet-nhung-com-ga-phu-yen-445-637000872905027162.jpg,7,5,5,10,1,5.6
3464924,1292210,737094,"Mình gọi một cơm gà má đùi và một cơm gà đùi chặt đồng giá 55k. Một mề tràng trứng 30k
Cảm nhận chung là cơm quá ít, chỉ được một lớp mỏng nên bạn nào ăn khoẻ sẽ thấy đói. Gà ổn, nhìn miếng thịt gà chặt siêu đẹp mắt, nhưng xương bên trong hơi vụn. Cơm và gà đều có bột nghệ nên nhìn vàng ươm lên hình bắt mắt lắm
 Đĩa mề tràng trứng là luộc nên mình thấy hơi nhạt nhẽo.
Canh chắc là nước luộc gà xong cho thêm hành thui, cũng nhạt. Chắc vì quán cho thêm đĩa nước mắm để chấm tùy khảu vị nên các món kiểu đều nhạt nhạt ấy.
Tổng quan là món đẹp, chỗ ngồi đẹp, nhân viên thân thiện btw đồ ăn đắt với không ngon như nhìn trong ảnh :))))","https://images.foody.vn/res/g74/737094/s800/foody-tuyet-nhung-com-ga-phu-yen-282-637095498152700871.jpg,https://images.foody.vn/res/g74/737094/s800/foody-tuyet-nhung-com-ga-phu-yen-544-637095498148481733.jpg",2,9,7,7,2,5.4
3357697,9996021,217902,"[review nhẹ] Bánh đa- miến trộn  ngõ 118 Nguyễn Khánh Toàn 
Gần trường THPT Cầu giấy có 2 quán bánh đa trộn. Một quán tủ kính cạnh Vinmart và 1 quán cô hàng gánh ( phía sau Honda) nhưng quán cô hàng gánh nàyy mới thật sự là gắn liền với hs trường CG và cũng hợp với khẩu vị của mình hơn.
📌 Bánh đa trộn:(20k) gồm rau, giá, bò khô, hành khô, lạc, đậu, nem chua rán, giò, chả cá. Nhiều topping, đủ ăn no cho một bữa sáng hoặc bữa trưa nhẹ nhàng. Vị trộn chua, thanh dễ ăn. Mình đã ăn thử cả 2 quán ở đây và cảm nhận của mình thích quán này hơn k bị đậm mùi mì chính và dầu như quán bên kia. ( cảm nhận riêng) 
📌 ở đây có cả miến trộn, bún trộn, bánh đa- miến nước nữa. Vì bán gần trường học nên giá cực hssv ~20-25k. Cô và anh bán hàng thân thiện dễ gần.
📌 quán bán từ khoảng 6h30 sáng đến 1-2h chiều, có thể hết sớm hơn. Nghỉ ngày chủ nhật. Sdt a chủ quán ‭098 7520174‬ các b có thể gọi hỏi trước đề phòng quán nghỉ. 

📌 địa chỉ: Ngõ 118 Nguyễn Khánh Toàn, đi từ đầu ngõ vào khoảng 5m rẽ ngách tay trái, phía sau Honda.","https://images.foody.vn/res/g22/217902/s800/foody-mien-tron-banh-da-tron-296-637078876440012078.jpg,https://images.foody.vn/res/g22/217902/s800/foody-mien-tron-banh-da-tron-277-637078876441105927.jpg",9,9,9,8,9,8.8
3469789,2251969,788803,"Mình có order 1 bánh trà sữa size bé + 1 hộp 4 bánh tart kèm trà thái. 
Bánh trà sữa ở đây ngon xuất sắc luôn. Cốt bánh mềm ẩm, thơm vị trà, kem cheese béo ngậy, đặc biệt trân châu vẫn còn nóng và dai, cực kỳ nhiều nữa, mình đổ 2/3 hộp trân châu mà suýt tràn cả ra ngoài hộp bánh. Lúc đầu nhìn trên ảnh mình nghĩ là ít nhưng khi ord về thì 2 người ăn ko hết 1 hộp size bé. Nói chung ngon vượt sức mong đợi.
Bánh tart cũng ngon, ngậy và khá to nữa. 
Ai muốn thử bánh trà sữa thì đừng nên bỏ qua tiệm bánh này nha❤️",https://images.foody.vn/res/g79/788803/s800/foody-tiem-banh-linh-s-tron-shop-online-259-637096163968886623.jpg,10,10,10,10,10,10
5831163,734248,1004723,"Phở gà trộn tràng trứng full topping ăn no phè mà hết có 45k nhé. 
1 ngày chán cơm thèm phở liền tìm 1 quán trộn cho thanh mát thì gặp đúng quán ngon.. menu đa dạng nhiều món nhưng vẫn chốt ăn phở trộn để thử. Ship đến vẫn nóng hổi, 1 bát phở to y như bát phở ngoài hàng vậy. Bình thường gọi ship về toàn ít tí. Thịt và tràng trứng thì nhiều vô biên. Nêm nếm vừa miệng. Cộng thêm nước dùng đi kèm quá đẳng cấp. Thanh thanh ngọt ngọt, uống cái hết bay. Sau chắc đóng họ dài dài","https://images.foody.vn/res/g101/1004723/s800/foody-bun-rieu-pho-co-nghia-tan-415-637279448889982876.jpg,https://images.foody.vn/res/g101/1004723/s800/foody-bun-rieu-pho-co-nghia-tan-681-637279448886065754.jpg",10,10,7,7,7,8.2
11328756,258313,1004723,"Mình gọi ship về 2 bát, quên luôn đậu phụ, topping ít, toàn bún, nước cũng bthg. ko gọi lần 2",https://images.foody.vn/res/g101/1004723/s800/foody-bun-rieu-pho-co-nghia-tan-846-637491006469514061.jpg,2,5,5,5,5,4.4
3326071,15394410,788803,"Mình đặt 1 bánh trà sữa phomai caramen
- Giá cả: 80k giảm xuống 64k mình thấy hơi hơi đắt nhưng cũng chấp nhận được
- Hình thức: hộp bị để nghiêng nên kem hơi trào ra ngoài 1 chút
- Chất lượng: + cốt bánh mềm, thơm nhưng hơi ít
                        + kem ngọt và khá nhiều nên ăn hơi ngán 1 tẹo
                        + trân châu cũng ngọt và mềm mềm dai dai ăn khá ok
Nói chung mình thấy cũng ổn, tầm 8/10","https://images.foody.vn/res/g79/788803/s800/foody-tiem-banh-linh-s-tron-shop-online-611-637074564517380896.jpg,https://images.foody.vn/res/g79/788803/s800/foody-tiem-banh-linh-s-tron-shop-online-750-637074564513161752.jpg,https://images.foody.vn/res/g79/788803/s800/foody-tiem-banh-linh-s-tron-shop-online-637-637074564510661522.jpg",9,10,5,7,8,7.8
3253521,15483767,788803,"Cốt bánh xốp, mềm nhưng hơi nát, lúc ăn cốt bánh mình cảm thấy có lúc ăn cứ sạn sạn, kem thì thơm mùi trà, trân châu lúc giao đến vẫn còn nóng, mềm, dai, à với cả điều đặc biệt thích là trân châu ở đây shop cho rất NHIỀU ngập cả cái bánh, chứ mình mua ở một số nơi khác cho hơi ít trân châu, nói chung là khá chất lượng, mua lúc giảm giá thì 60k cho một hộp bánh, thấy hơi đắt so với các shop khác nhưng ngon nên sẽ quay lại 🥰",https://images.foody.vn/res/g79/788803/s800/foody-tiem-banh-linh-s-tron-shop-online-717-637063935911840491.jpg,9,10,10,7,7,8.6
806849,1356913,85864,"Giá thì vẫn rẻ như thế, cơ mà chất lượng thì thẳng tắp đi xuống luôn. Mình còn tưởng đây là hàng khác nhưng hỏi nhân viên vẫn bảo là Gen. Nhân viên không nhiệt tình tẹo nào, nếu không chỉ có 1 người trong quán thì khách có khi còn bị bơ. Takoyaki mình gọi mới cho vào chiên ngập dầu, cháy hết cả 1 mảng mà mình phàn nàn bạn nhân viên cũng chỉ cười trừ rồi quay đi, còn nói là bị một chút thôi nữa chứ. Mình đến mua đồ chứ đâu phải xin đồ. Thậm chí lúc đó còn chỉ có một mình, không có khách khác mà cũng bị bơ đi được.
Thêm nữa là takoyaki thấy toàn bột, ăn chán ngắt, rất khó chịu.","https://images.foody.vn/res/g9/85864/s800/foody-genya-takoyaki-bigc-thang-long-839-635965317606696904.jpg,https://images.foody.vn/res/g9/85864/s800/foody-genya-takoyaki-bigc-thang-long-463-635965317607478211.jpg",4,4,4,6,6,4.8
2652906,2082767,660824,"Mình mua trà sữa thiết quan âm size M. Nhìn giá có vẻ là rẻ nhưng ship đến cái cốc nho nhỏ thì biết nó chả hề rẻ. So với size M của dingtea/goky/coco thì bé hơn nhiều. Mình order giảm còn 30 đá mà lúc nhận hàng thấy vẫn 5-6 cục đá to. Vị trà sữa tương đối ngon, đậm vị trà. Cơ mà ít trân châu quá, hút vài cái đã hết so với chân trân của Dingtea/goky/coco uống mãi ko hết.",https://images.foody.vn/res/g67/660824/s800/foody-cha-go-tea-caf-e-nguyen-khanh-toan-487-636943281210156693.jpg,8,7,8,7,5,7
2754110,392583,660824,"Hồi xưa hay uống lắm vì thích vị trà thanh thanh mà bây giờ uống như đấm vào mồm
Trà k đậm vị, trân châu sợi vừa ít vừa nát kiểu nấu lâu xong quán thì nhiều muỗi.
Định ngồi chờ bạn lâu lâu mà cuối cùng phải bỏ của chạy lấy người.
Đề nghị quán xịt muỗi hoặc làm vệ sinh ngõ ngách nhé.
Sợ quá!
Ảnh phía dưới là một trong số những chú muỗi tử nạn và 1 lít máu đã phải bỏ lại quán","https://images.foody.vn/res/g67/660824/s800/foody-cha-go-tea-caf-e-nguyen-khanh-toan-317-636971473249684797.jpg,https://images.foody.vn/res/g67/660824/s800/foody-cha-go-tea-caf-e-nguyen-khanh-toan-984-636971473249216003.jpg",3,3,1,5,4,3.2
2237040,1568194,225527,"Order 1 suất cơm gà hải nam của quán. Lúc nhận được mở ra đã vỡ mộng hoàn toàn. 
Giống cơm gà thường hơn là cơm gà hải nam. 4 miếng gà từ 4 chỗ khác nhau làm cảm giác như kiểu được nhặt thừa từ cơm của người khác để lại :(
Cơm thì loang lổ trộn ko đều nhưng cơm là ngon nhât trong đĩa này
Nước chấm cơm gà hải nam của quán là chấm muối chanh 😏. Nói chung sẽ k bao giờ đặt lại",https://images.foody.vn/res/g23/225527/s800/foody-com-ga-hai-nam-bun-dau-mo-637-636703654625604263.jpg,1,5,5,5,2,3.6
2355573,445057,225527,"Hôm nay mình có order cho bạn gái một suất cơm gà quay.  Ngó nghiêng xung quanh các quán khác thì mình chọn quán này mặc dù thấy điểm hơi thấp nhưng cơm gà Hải Nam ở Sài Gòn ngon nên mình quyết định order.  Giao hàng nhanh,  ok.  Tuy nhiên khi nhận hàng thì thiếu muỗng, đũa.  May mà cty bạn mình có chén đũa không thì cũng ngại.  Lần sau quán chuẩn bị cẩn thận hơn nhé.  Còn cơm nhìn ngon,  nhưng chờ bạn mình đánh giá xem thế nào?!",https://images.foody.vn/res/g23/225527/s800/foody-com-ga-hai-nam-bun-dau-mo-623-636766721908476316.jpg,8,5,5,10,7,7
11368179,16093497,672456,Cho em hỏi hôm nay quán có mở không ạ?,https://images.foody.vn/res/g68/672456/s800/foody-bun-mien-ngan-pho-ga-ta-trung-kinh-854-637494415860415738.jpg,5,5,5,6,9,6
4300534,946236,1000306,"Hôm nay đăt qua now, yêu cầu giảm đường đá 50% nhưng quán không thực hiện theo đúng yêu cầu, vẫn giữ nguyên nên uống ngọt đến khé cổ ra. Trân châu đặt là trân châu trắng nhưng thực sự đến lúc ăn mới nhìn ra nó màu vàng )) chắc là TC hoàng kim. Cốc là cốc nhựa trong, không phải cốc giấy trắng như mình từng uống trên cơ sở phố đi bộ, k biết fake hay là thật đây. Vị cũng k giống nữa cơ )))",https://images.foody.vn/res/g101/1000306/s800/foody-yihetang-tra-sua-nuong-xuan-thuy-335-637197093065719372.jpg,2,5,5,10,6,5.6
1652756,676712,672456,"Hôm mưa rầm tả tích, lượn lờ không biết ăn gì nên ghé vài đây . Quán chỉ bán từ 8 h tối thì phải . Không hiểu sao giấy vứt đầy dưới đất mà cũng không ai quét cả, mặc dù khách cũng không đông lắm . Nhìn quán hơi bẩn bẩn ý . Quán có miến, phở các loại bò , ngan ,... 2 chị em gọi 2 miến gà . Bát siêu to luôn , nhưng kiểu cho nhiều nước nên nhìn cũng to như vậy , thịt gà được cho khá nhiều , chứ thấy miến được xíu thôi . Trả tiền càng sốc hơn vì mỗi 25k thôi mà được nhiều zậy .","https://images.foody.vn/res/g68/672456/s800/foody-bun-mien-ngan-pho-ga-ta-trung-kinh-360-636400843460615422.jpg,https://images.foody.vn/res/g68/672456/s800/foody-bun-mien-ngan-pho-ga-ta-trung-kinh-479-636400843439206761.jpg,https://images.foody.vn/res/g68/672456/s800/foody-bun-mien-ngan-pho-ga-ta-trung-kinh-130-636400843214216586.jpg",7,7,7,6,8,7
1214681,1520931,222823,"QUÁN BÍT TẾT NGON NHẤT TỪNG ĂN!!!
Bít tết ở đây quá tuyệt vời, mình đã từng ăn bít tết ở một số nơi nhưng mùi vị đều na ná nhau và không ngon bằng ở đây, kể cả bít tết trên Hòe Nhai cũng không ngon bằng. 
65.000đ một chảo đầy đặn, có 2 bít tết thái miếng và 2 bít tết băm viên. Miếng bít tết dày nhưng vẫn cực mềm. Bít tết được chế biến cùng với sốt tiêu đen, nước sốt rất đậm đà, thơm ngon, sánh quyện và có vị cay đặc trưng. Mình thích ăn cay nên rất hợp khẩu vị, lúc nào đi ăn mình cũng phải gọi thêm 1 bát nước sốt, nếu ai không ăn được cay có thể bảo nhà bếp nấu ít cay đi. Một điểm trừ là bánh mì không được ngon lắm. 
Vị trí quán nằm ở ngay mặt đường Nguyễn Ngọc Vũ, rất dễ tìm. 
Không gian quán không được đầu tư decor đẹp, nhưng cũng thoáng mát sạch sẽ. Vì là quán bia nên hơi ồn. Ngoài bít tết thì chủ yếu quán chỉ có những món nhậu như bắp bò, xách bò, móng giò, đậu tẩm,....","https://images.foody.vn/res/g23/222823/s800/foody-phuong-thao-bia-hoi-bo-bit-tet-483-636191635068157581.jpg,https://images.foody.vn/res/g23/222823/s800/foody-phuong-thao-bia-hoi-bo-bit-tet-175-636191634884840875.jpg,https://images.foody.vn/res/g23/222823/s800/foody-phuong-thao-bia-hoi-bo-bit-tet-790-636191633161554349.jpg,https://images.foody.vn/res/g23/222823/s800/foody-phuong-thao-bia-hoi-bo-bit-tet-337-636191633129676826.jpg,https://images.foody.vn/res/g23/222823/s800/foody-phuong-thao-bia-hoi-bo-bit-tet-249-636191633081548034.jpg,https://images.foody.vn/res/g23/222823/s800/foody-phuong-thao-bia-hoi-bo-bit-tet-416-636191624402226790.jpg,https://images.foody.vn/res/g23/222823/s800/foody-phuong-thao-bia-hoi-bo-bit-tet-862-636191624400351569.jpg",10,6,7,9,8,8
2814048,11530752,660824,"Hehe mình thấy trà sữa ở đaay rất đậm vị trà, chắc chỉ sau Phúc Long thôi. Mình hay uống trà sữa thiết quan âm và trà xanh latte đều rất ngon và lần nào cũng cực kì vừa ý. Phục vụ ở đây cũng cute phomaiwe nữa nhanh nhẹn. Mỗi tội mình không thích là không gian quán cứ tối tối mập mờ nên mình k thích lắm nên là rất ít khi ngồi mà chủ yếu mua về thôi. Nhưng vẫn đánh giá cực kì cao chago lunnnnn ^^ Để đánh giá có quay lại hay không thì chắc chắnn là có lun rồi","https://images.foody.vn/res/g67/660824/s800/foody-cha-go-tea-caf-e-nguyen-khanh-toan-757-636985659746911627.jpg,https://images.foody.vn/res/g67/660824/s800/foody-cha-go-tea-caf-e-nguyen-khanh-toan-822-636985659743005011.jpg,https://images.foody.vn/res/g67/660824/s800/foody-cha-go-tea-caf-e-nguyen-khanh-toan-301-636985659742848756.jpg",9,9,7,10,10,9
2444458,13784572,225527,"Thực sự cơm gà hội an rất dở, , mang tiếng cơm gà nhưng lèo tèo vài miếng thái lát mỏng dính lèo tèo, toàn da và mỡ và rau! 55k k đáng ạ",https://images.foody.vn/res/g23/225527/s800/foody-com-ga-hai-nam-bun-dau-mo-210-636813655318541045.jpg,1,5,5,5,5,4.2
396775,818169,172897,"Chỗ này ăn mấy năm nay rồi mà không hiểu sao chưa có trên Foody :(
Ngày xưa bác chỉ mở bán vào buổi chiều, 2-3h đến 6-7h tối là nghỉ, giờ bán sớm hơn là từ trưa, đến tận tối luôn. Chất lượng thịt ở đây thì khỏi chê!!! 1 xiên to vật vã mà có 5000đ, ăn ngon tuyệt vời, ăn đứt mấy quán đẹp trai đẹp treo gì ở chùa Láng hét tận 7000/xiên mà chỉ bé bằng 2/3 :|
Bạn nào fan cuồng thịt xiên thì triển ngay đi nhé :v","https://images.foody.vn/res/g18/172897/s800/foody-thit-xien-nuong-172897-556-635793929623429418.jpg,https://images.foody.vn/res/g18/172897/s800/foody-thit-xien-nuong-172897-553-635793929619522862.jpg,https://images.foody.vn/res/g18/172897/s800/foody-thit-xien-nuong-172897-885-635793929436959331.jpg",9,9,7,7,9,8.2
4359241,1505128,1000306,"Hình ảnh và sản phẩm nhận được không liên quan, cũng khác với yihetang ở những nơi khác; order hồng trà kem cheese pudding trứng + trân châu thì KHÔNG CÓ pudding, kem cheese nhạt nhẽo không mùi vị gì, trà uống mùi giống sữa ông thọ pha loãng. Không thể đánh giá nổi. Tệ.",https://images.foody.vn/res/g101/1000306/s800/foody-yihetang-tra-sua-nuong-xuan-thuy-435-637202271255244457.jpg,1,1,1,1,1,1
